obs_id,exchange_idx,student_text,teacher_text,student_on_task,student_on_task_num_agree,student_on_task_majority,student_on_task_zscore,teacher_on_task,teacher_on_task_num_agree,teacher_on_task_majority,teacher_on_task_zscore,uptake,uptake_num_agree,uptake_majority,uptake_zscore
2007,19,What’s a file folder?,"Then ones from the blue crate back there.  See the blue crate? Good.  The directions are on each of these, okay?  So these are going to be data.  All of these are numbers and operations, kind of what you’ve been working on.  This is probability.  This is algebra.  All of those are math, okay?  You need to separate these.  Write your number.  How many are in this place?",0.3333333333333333,2,0,-1.3576242367533655,0.6666666666666666,2,1,-0.5026409313081753,1.0,1,,-0.2237776263178164
2008,45,Two dimes and two pennies.,Okay.  Could be two dimes and two pennies.  What other kinds of coins?  How else could we show 22 out of 100 parts? Student L?,1.0,3,1,0.492335059790497,1.0,3,1,0.4517410757374389,1.6666666666666667,2,2.0,0.4208248420006407
2008,69,"I’m shading in two tenths, two long sticks, and three little cubes.","So two tenths, two long sticks would be your tenths, and then the three little cubes would be your hundredths?  Okay.  Go ahead and write your decimal in the margin outside of the square somewhere.  You tell me, is that what we built?",1.0,3,1,0.43162225340108346,1.0,3,1,0.4211200830233084,2.0,3,2.0,1.0061535944777755
2014,33,I think these are Y axis and the X axis.,"They do.  Sometimes they refer to them as X and Y axis.  It depends on the type of graph. Okay.  You ready?  I wonder if that’s gonna work.  What do you need, Student D?  What’s the problem?  There’s no reason for you to be – no.  Go.",1.0,3,1,0.4850368556469667,1.0,3,1,0.4845125264674692,1.6666666666666667,2,2.0,0.5536366401208951
2015,38,"So when we’re modeling it up here, we just use these grids to color it in with the different colors?",Mm-hmm.,1.0,3,1,0.4354039562845315,1.0,3,1,0.4206205985006876,0.6666666666666666,2,1.0,-0.8553302261952883
2015,150,So we just write down 56-hundredths then?,Mm-hmm.,1.0,3,1,0.4905355995898442,1.0,3,1,0.4780102924181454,1.0,3,1.0,-0.45690453978925505
2015,192,I have kind of a like a necklace that’s –,"We’re not worried about the necklace.  So you all are getting ready to switch for your group, to your next station. Anybody have any questions?  Okay.  Wait.  Let me give everybody directions.  5, 4, 3.  Everybody freeze.  Stop. Freeze. We’re gonna move to our next rotation.  We are gonna move to our next rotation.  So if you’re at a game you need to stop where you are and move – now listen – move to the next game, unless the next game – Student A, wait – unless the next game is the same game you’re currently playing.  Some of you, the next game is the same game.  So Student L and Student A, you all can stay where you are because your next game is the same game.  Does that make sense?  You all will need to stop where you’re going and come to this game over here.  And everybody here will switch games, except you guys can stay on this game.  You all will move to this game, and you all will move to this one.  Does that make sense?",0.3333333333333333,2,0,-1.328418250935827,0.6666666666666666,2,1,-0.4538811681223079,0.0,1,,-1.5832868614744435
2015,236,Just write down the problem.,Excuse me.  You know you need to be looking at the computer and working with them.,0.0,3,0,-2.3082619088955423,0.0,3,0,-2.46028792869144,,1,,
2016,144,Three wholes are the same thing as 30-tenths because 10-tenths equals to one whole and there is 30-tenths.  So there’s three wholes.,"Okay.  Since there are 10-tenths to equal one whole and you have 30 of these tenths, 10 of them are gonna be one whole. Ten of them are gonna be 2 wholes, and then the third group of 10 is gonna be 3 wholes.  So that’s really what you’re doing.  It’s like here’s my gallon of gas.  Here’s how much it costs me for one gallon of gas, $3.00, and I’m not just putting in –",1.0,3,1,0.4230168077480208,1.0,3,1,0.4138053498420583,2.0,3,2.0,1.0449694457968537
2016,155,We need 30 of these.,30 of 30 wholes.,1.0,3,1,0.4233271428133578,1.0,3,1,0.41527889226230735,1.3333333333333333,2,1.0,0.16971650797644966
2017,266,Do we need an extra marker then?,"You don’t need an extra marker because you’re doing it in your journal. Okay.  If you have your materials, you need to move away from the material desk and start going.",0.3333333333333333,2,0,-1.275736259303505,0.3333333333333333,2,0,-1.3181072731783667,2.0,1,,1.0585314354230402
2018,63,"Whole numbers too, because we did that last year in Ms. E’s class.  We did our average.",Right.  Sometimes you’ll end up with an infinite number.,1.0,3,1,0.4935094236963677,1.0,3,1,0.4946959000667421,1.3333333333333333,2,1.0,0.022957753201030662
2018,161,See how many times it will go into 5.,How many times will it go?,1.0,3,1,0.4355814137462068,1.0,3,1,0.42496278133895937,1.6666666666666667,2,2.0,0.6660657585185454
2019,9,25?  That would go in the 100s.,25 would go in the 100s?,1.0,3,1,0.4063102068493212,1.0,3,1,0.3801782774995383,1.0,3,1.0,-0.5054568144433823
2023,121,"We both have the same number of blue, and red, and yellow.","Wow, you do.  You have 6 blue.  Yellow, Student A, you have 3. You know what?  It’s close.  It’s really close.  The red you have the same.  Looks like orange seems to be the same. Same blues.  You have the same here.  How many total M&Ms are there in two packs?  What do you notice about my data and my data, darling?  Do we share a common color that we both have a lot of?  Which one is our color that’s the most?",0.6666666666666666,2,1,-0.5129378174388871,0.6666666666666666,2,1,-0.5972332537042283,2.0,2,2.0,1.0986617912228642
2024,155,Student J and Student N.,"Student J and Student N, I just called your group three times. Don’t leave your things on the floor.  Student J, listen. First of all, Student N, you don’t just leave them on the floor.  Just come up to me.  Look at me.  Come up to the table.  Student J, come up.  Just put it back.  You’re not listening.  Just come up to me.  Thank you.  There should be a stool there.  We’re talking about listening.  All right.  Everyone should have one of these.  Okay.  Here we go.  Okay.  I’m going to move this out of the way.  All right.  Take one and pass it down.  Student J, pass it down.  Okay.  What I want to do with you today is to show you how to look at numbers that are larger or smaller, greatest to least, and we’re going to practice looking at decimals and saying them as well.  Since you’re right next to me, I want to put these four cards right here and I want you to pick one.  Okay.  She picked number four.  Okay. Wow.  All right.  This is the first time this has happened. She picked number four.  Take your chip and put it on the number four.  Okay.  You cannot take it off okay?  What we’re going to do is we’re all going to take a card, and you’re going to put it in a – once you put it in a space you cannot move it, okay?  I’m going to start with you. I’m going to put it right here.  I want you to reach over and take a card.  Now you’re going to keep that card.  Put it anywhere on this space that you want.  Take a turn. Pick a card.  Keep going.  The card goes to you, Student J. What are you doing?  You’re putting it on one of these spaces.  Keep going.  An ace is 1, so you consider ace as a 1.  Put anything there.  Come on, Student J.  Pay attention.  Pick a card.  Keep going.  Pick a card.  Okay. Pick a card.  You cannot put it there.  Student J, you’re not listening.  That is a spot you cannot put a card there. That is your decimal spot.  Pick a card.  That’s a 1. That means 1.  You can put it anywhere you want.  Okay. Now everyone has three cards.  These cards we’re going to look at as numbers.  Your chip is on number four which means all these numbers are in front of the decimal point, which means all these numbers are going to be what type of numbers?  Whole numbers.  Very good.  They’re all whole numbers.  This is going to be easy to read.  Aces are 1. What’s your numbers?",0.3333333333333333,2,0,-1.102850735832671,0.6666666666666666,2,1,-0.29250436462013635,2.0,1,,0.7134195126789401
2025,17,"Range, you find the big number, then the small number, and then you subtract them.","So we’re subtracting from the biggest to the smallest.  When we do those estimation jars, you all like it when we can get that range now right away, right, if you know the number of candies in the jar are greater than 100 but less than 120. That really narrows it down.  That’s using range too.  Do you want to add something to range?",1.0,3,1,0.4915954580127273,1.0,3,1,0.476631743392052,2.0,3,2.0,0.8653828957578185
2026,215,"Wait, what did you say?","All right, you’re right.  The mode would be, in this case, 15. Now and I was worried that some people, you might’ve struggled with this, but you have 15 three different times, right?  How many times do have 11?",1.0,3,1,0.4323618551788531,1.0,3,1,0.3962294153686954,0.0,3,0.0,-1.9182691301194883
2026,224,"Teacher H, can you make a sentence for that so I can write it down in my book?",What?,0.6666666666666666,2,1,-0.3145475499222817,0.6666666666666666,2,1,-0.35486502843990003,0.0,2,0.0,-1.9716458987281296
2026,299,We got to do that?,"Just the ones in here.  Put the rest back up here?  Here we go. You guys ready?  Student B–oh, this is Student T’s.  Okay, stick it under there.  Okay, dataset coming out.  Put that away, Student B.",0.6666666666666666,2,1,-0.6861951203143359,0.6666666666666666,2,1,-0.7537393344046812,1.0,1,,-0.4349336743977517
2028,32,"In the greatest number, you subtract it with the–","Good, find the range.  Find the range.  Remember it’s the span of the least to the greatest number.  Ignore him right now. Just ignore him.  Student L?",1.0,3,1,0.4936048909815856,1.0,3,1,0.4921218697020781,1.3333333333333333,2,1.0,-0.18323562822196168
2028,207,I had a big red velvet cupcake.  That’s good.,"Now, check your median.  Student E, what is six minus two?",0.0,3,0,-2.036235129177855,1.0,3,1,0.4676496713577954,,1,,
2034,43,People that enjoy and dislike playing tag.,"Okay, we’re getting closer.  Student E?",1.0,3,1,0.3815784786882322,1.0,3,1,0.34904732467526595,1.0,3,1.0,-0.4172837863720391
2034,61,That’s a family of the snakes.,Okay.  You’re implying though with that question that everyone has to like snakes.,1.0,3,1,0.4317997108627588,1.0,3,1,0.42546226586158015,1.6666666666666667,2,2.0,0.6178004043116949
2034,82,Do you like math homework or reading homework?,"Okay, still just two choices.  I want something more complicated.  Yes, ma’am?",1.0,3,1,0.4687776955352788,1.0,3,1,0.4635649472424697,1.3333333333333333,2,1.0,0.08222582470483288
2034,147,What is the temperature this week?,Is that something I can ask everybody?,1.0,3,1,0.4438765243339324,1.0,3,1,0.4308039720999604,1.0,1,,-0.3666927355462769
2034,156,How many people brought water bottles?,"Okay, it would just really be a yes or a no question, right? It would be did you bring a water bottle or not?  ’Cause if we –",1.0,3,1,0.4351704854650676,1.0,3,1,0.4047120028803312,1.3333333333333333,2,1.0,0.048652060077637234
2034,208,What if you have more?,"Then I will add more numbers, okay?  Student M?  Sh.",1.0,3,1,0.4801813820734502,1.0,3,1,0.4608344226991661,1.6666666666666667,2,2.0,0.4805811882297071
2038,228,I’m not really sure what I should do the like–should I do it in the tens?,"Ten I think would be too high because you got a lot there very close to each other there.  Sh, boys, what’s the problem over there?  Student A, Student A, are you working?  Let’s go.",1.0,3,1,0.4472481363695929,1.0,3,1,0.4436769312841073,2.0,3,2.0,0.8950456489974868
2038,330,We could go like this.,So comparing you to someone back to back.  How else?,1.0,3,1,0.4709200061077989,1.0,3,1,0.476186433134473,2.0,3,2.0,1.058529935080532
2039,21,A number that can’t go lower–,"What are the only two numbers that can go into a prime number, Student O?",1.0,3,1,0.4225244226299219,1.0,3,1,0.4152581389798698,0.6666666666666666,2,0.0,-0.9260791401919284
2039,137,"When there’s like two classes, you–",Does it have to be classes?,1.0,3,1,0.40146864554299017,1.0,3,1,0.3820563110482525,1.3333333333333333,2,1.0,0.1086421371595984
2039,441,"Well, I eat eggs for breakfast.","So you did eat?  Try Wheaties next time.  Here we go.  First of all, my first question for this line graph, what is the scale?  It’s a two point question.",0.0,3,0,-2.1301112490135075,0.6666666666666666,2,1,-0.3946737492434664,,1,,
2039,488,You should always go up one more than–,"Yes, we always go one more interval than it’s higher number so it leaves some headroom on the top, right?  Good.  What was the least number of tomatoes picked?  Did you hear that, Student R?  Well, write the answer down.  What was the least number of tomatoes picked?",1.0,3,1,0.44523870340073457,1.0,3,1,0.4281868049740812,1.6666666666666667,2,2.0,0.45331764953781895
2041,238,"Color in how many skittles, I mean, how many M&Ms.","Right.  You’re just going to color them in.  What do you need to put on here first, Student F?  What’s the word we learned?",1.0,3,1,0.4323618551788531,1.0,3,1,0.3962294153686954,1.6666666666666667,2,2.0,0.5615955407205976
2046,202,I multiplied 36 times 36.,Student C?,1.0,3,1,0.43162225340108346,1.0,3,1,0.4211200830233084,0.0,3,0.0,-1.9627790395228504
2047,60,It’s – range means like there’s the number that is far away from the greatest.,"That’s a pretty good explanation.  Take it away a little more, Student A.",1.0,3,1,0.4351704854650676,1.0,3,1,0.4047120028803312,1.6666666666666667,2,2.0,0.5018218051298463
2048,23,Please excuse my dear Aunt Sally.,"Which is order of operations, the acronym to remember the order - that’s okay – the acronym to remember order of operations.  All right.  Can I move back to graphs for just one second before we keep reviewing?  Okay.  In graphs, especially line graphs, there’s one thing you have to remember.  If you think about a big 20 line graph, what do you have to remember about line graphs?  There’s only one instance when they’re used properly.  Yes.",1.0,3,1,0.4848033848275029,1.0,3,1,0.4686039308471128,1.6666666666666667,2,2.0,0.4685240982106767
2048,34,We worked on our big 20s.,"Yes, which is different kinds of skills.  Yes.",1.0,3,1,0.4137229164758391,1.0,3,1,0.39174020012490457,1.3333333333333333,2,1.0,0.13750678605713312
2049,80,Why is Student S first of all?,Student S.  I had Student S last year.  That’s why I keep doing that.,0.3333333333333333,2,0,-1.153028037446106,0.3333333333333333,2,0,-1.1637154761279458,1.0,1,,-0.2237776263178164
2050,18,‘Cause at the bottom it has a key and it shows Miss Smith’s bar looks like and what Mr. Cole’s bar looks like.,"All right, very good.  Everybody remember this?  Is this coming back to us?",1.0,3,1,0.4687776955352788,1.0,3,1,0.4635649472424697,1.0,3,1.0,-0.4247943018585609
2050,83,Can we do it by ourselves?,"You may do it by yourself if you’d like.  Oops, I’m sorry.  Are you okay?  Can you two talk back and forth?  Okay. Okay, go ahead and finish the rest.  You can finish the rest. Write them down.",0.3333333333333333,2,0,-1.1323924121177218,0.3333333333333333,2,0,-1.2361249287784444,2.0,1,,1.0585314354230402
2050,121,"You can show the two sets of data if you have two different categories.  Say, fiction and nonfiction, those are two sets of data.","Well you would be showing how many of those books would be read.  So you have two different types of books, but that’s all the same data, where you’re finding out how much.  When we’re talking about two different types of data on a line graph, for instance, we were talking about – oops, where’s the black marker.  Thanks – for a line graph you would have – let’s say this is months and maybe this is homeruns, number of homeruns hit, and this would be, say, June, July and August.",1.0,3,1,0.4451894972622539,1.0,3,1,0.428831521354048,1.6666666666666667,2,2.0,0.6054340763475828
2051,37,"Because I thought that was the decimal, the 82.",Does 82 have a decimal in it or not?,1.0,3,1,0.42095816864068175,1.0,3,1,0.39895993991199896,1.3333333333333333,2,1.0,0.3021881280947407
2052,53,"I didn’t get [eight], Student J’s, Student E’s, Student T’s and I think that’s it.","And Student R’s.  I know.  I knew about some of those and I knew that Student E is putting hers together. Okay.  I need you in your seats.  One of the things that we have been talking about is comparing and ordering decimals. What is the thing you need to do first when –?  How to order decimals.  What is the first thing that you need to do when ordering decimals, Student J?",0.6666666666666666,2,1,-0.35647987628667943,1.0,3,1,0.4208537077695624,1.5,1,,0.2175452560954348
2056,321,Find out how much does a tire cost.,How much how many tires cost?,1.0,3,1,0.4191447961728436,1.0,3,1,0.3996730192756881,1.6666666666666667,2,2.0,0.6132296826542954
2057,309,I need help on this one because like how did you come up with this?,I thought you said you need help.  You just need me here so you can talk to yourself out loud?,1.0,3,1,0.462118499953716,1.0,3,1,0.4526684942795078,0.3333333333333333,2,0.0,-1.3276370902498191
2058,29,"Before we start, I did check it in here.",Hmm?,0.6666666666666666,2,1,-0.4075427911121618,0.6666666666666666,2,1,-0.4367736838878733,0.5,1,,-1.1905539450166718
2062,181,It’s called the dividend.,Nope.  Say it again.,1.0,3,1,0.4333571129972294,1.0,3,1,0.40542508224402013,1.3333333333333333,2,1.0,-0.02269341761953651
2063,345,It’s half of a square.,"It’s half of a square, right.  So when we divide by 2, what is our answer?",1.0,3,1,0.4905355995898442,1.0,3,1,0.4780102924181454,1.6666666666666667,2,2.0,0.5500506892122521
2068,155,The number was 62 degrees Fahrenheit and 63 degrees Fahrenheit.,What?  I didn’t put an S on that.  Are you sure?,1.0,3,1,0.4596352849061036,0.6666666666666666,2,1,-0.4306811836118316,1.5,1,,0.2627488123815258
2068,177,"To make it fair, I just circled—",Come up here and show us what you did on your paper.,1.0,3,1,0.4575884416188015,1.0,3,1,0.4352966636860692,1.6666666666666667,2,2.0,0.28055253063330554
2070,393,With the one and one.,"The ones’ place, which is a?",1.0,3,1,0.4052503484264381,1.0,3,1,0.3815568265256317,1.3333333333333333,2,1.0,0.2532206262744001
2077,445,"Teacher L, can you change your dimensions like 3-D and stuff for your bars?","You can do 2-D or 3-D, yes.  I already said that.",1.0,3,1,0.4305623949782005,1.0,3,1,0.4224986320494018,1.0,3,1.0,-0.2577198459371691
2077,463,"If we have an e-mail going, put e-mail list to that e-mail?","If you have time, possibly.",0.3333333333333333,2,0,-1.3370049319156994,0.3333333333333333,2,0,-1.4629586774974517,2.0,1,,1.0585314354230402
2078,34,I didn’t mess up.,"Now hold on a minute, Student E.  I love the fact that you have 17 here, that you’re going to subtract by.  But where did you get that tens place to make it 17?  Where did you get it from?  I think we got it from the 2, didn’t we?  So cross it off and place the 1 above.  There’s where the mistake lies, right there.  Now 17 minus 9 is 8.  1 minus zero is 1.  So 1,892.  That’s rather close, isn’t it, the two answers there. All right, next one.  It looks like we have some weight measurement maybe.  Who did that one?",1.0,3,1,0.4323618551788531,1.0,3,1,0.3962294153686954,1.6666666666666667,2,2.0,0.5615955407205976
2081,200,Because the last digit is even.,Good.  I don’t have my writing tool.  We’ll put a check mark by 2.  Yes.  Is this number divisible by 3?  Student M?,1.0,3,1,0.4390349630276014,1.0,3,1,0.43268200564867465,1.0,3,1.0,-0.30500743841909256
2082,27,You need 2 to get the whole of one half.,So it’s the halves?,1.0,3,1,0.4439719916191504,1.0,3,1,0.4282299417352964,1.6666666666666667,2,2.0,0.3918673682672778
2083,55,The same thing at the bottom?,"Student D, multiply 12 times four.  Here.",1.0,3,1,0.4225244226299219,1.0,3,1,0.4152581389798698,0.6666666666666666,2,0.0,-0.9260791401919284
2084,87,8 plus 8 is 16.,"Honey, what?  Why would you turn the 6 into an 8? Oh, you’re talking about the subtraction.  Yeah, 16 minus 8 is 8, because 8 times 2 is 16.  Okay.  6 minus 15, right, and then we just bring down that 4.  We could check this problem with –",1.0,3,1,0.4377767876357359,1.0,3,1,0.4172695987286817,1.6666666666666667,2,2.0,0.3759361794238464
2086,134,Does it matter if you switched the 0.6 times 0.5?,"Nope.  No, because what property?",1.0,3,1,0.4459922174456898,1.0,3,1,0.4288522746364855,1.0,3,1.0,-0.29768920587396763
2087,61,I’m gonna put 9 down and then 6 across.,"Now you shouldn’t be looking.  Boy and girls, you don’t look at your cards for war.  They’re face down and then you flip two over at a time for your product. All right, wait.  Wait a second.  Wait a second.  Let’s talk about this.  You need a 6 by 9.  I see 1, 2, 3, 4, 5, 6, 7, 8, 9, but then I see 1, 2, 3, 4, 5, 6, 7.  We can’t add 6 to what’s already there.  One of the rows counts, right. One of them in the columns count.  So what are you doing here?",1.0,3,1,0.376763534842664,1.0,3,1,0.3654985415794584,1.0,1,,-0.4324119569454967
2087,64,We’re doing 9 by 6 and we’re just putting it up.,Okay.  Why did you make the outside first?,1.0,3,1,0.4377767876357359,1.0,3,1,0.4172695987286817,1.6666666666666667,2,2.0,0.3759361794238464
2087,266,14 and you add the zero.,Very good.  So that’s what?,1.0,3,1,0.4345746186403328,1.0,3,1,0.4060266618627719,1.0,3,1.0,-0.4012444054904579
2088,15,For ours should we switch around our 4 and 22?,"That would be awesome.  You can just draw a line through so you can remember what we’re doing.  So step one, step two is to put it into words, step three is to do 4 times 20.  You can do 2 times 4 or 4 times 2.  Since we have changed it, we would have 4 times 2 up here.  4 groups of 2.  Then you’ll do a little crash box off to the side.  Okay.  All right. You will be in two different groups today.  One group will be with me.  One group will be modeling.  You will do your modeling in your – that’s fine.  Just leave it.  We will do our modeling in our math journal.  The next few pages will show us pictures of modeling just like we’re doing now. Okay.  When you’re doing this part, you may work with a partner.  When you’re up here with me, you will not need a partner. I’m going to meet my group, I think, back there, and we’ll have the floor people be – you’re going to need more space.  I’ll move it.  Just a second.  I need at the back table – I’m going to need – I need to have my Student R, and I need Student K, and I’d like to have Student C, and Student N, and Student E.  1, 2, 3, 4, 5, because we have several absences.  2, 4, 6.  We’re doing six of you up here.  You six can work with a partner to do your modeling, and your surprise.  We’re all right here.  Make sure you use a quiet voice with your partner, please.  I’m going to have you get up for one second so I can just make sure that you’ve got this so our camera can see us.  Thank you. Okay.  Would you trade places with me?  I know I normally sit there.  Put your name on your study guide.  You’re not going to need your math journals for this.  Th4is is going to be right here.  Okay.  Your math test will consist of word problems and multiplication problems.  So your study guide has a combination of both.  Perfect time for us to ask questions and talk about how we’re doing a problem, because what you might have a question for might be something somebody else has a question about.  What you’re struggling about might be something someone else is.  So let’s say we solve the problem and then Student E gets something wrong, and she says, ""Oh my goodness.  I always forget to put the place holder in.""  By her telling us that, it might help Student K, because she thinks to herself, ""That’s what I’ve been doing wrong.""  So make sure you’re sharing your thinking while you’re working.  Do the first one.  Read the first one to us please, Student N.",1.0,3,1,0.4439719916191504,1.0,3,1,0.4282299417352964,2.0,3,2.0,0.8450371133194868
2088,124,"You can do it in your head.  You can do 3 times 4, then add two zeros.","He said count the zeros, and that’s what it is.  You can do this as mental math.  The advantage to writing it out is if you get it wrong, I can give you some credit because your showed your work, whereas if you had just given me an answer and by accident you wrote this down, I can’t give you credit because you only gave me an answer, but if you show me work you’ve got some points for showing work.",1.0,3,1,0.4137229164758391,1.0,3,1,0.39174020012490457,1.6666666666666667,2,2.0,0.7296244820083594
2089,38,Do we have to use the same color?,"No, just color it.  I’m not worried about the color so much, but show three rows of seven.",1.0,3,1,0.5104118541774166,1.0,3,1,0.4854631414741146,1.3333333333333333,2,2.0,-0.08962451737913517
2089,52,You can also count all the cubes that are colored.,"You could count all the cubes, but if it was a big problem that would take a lot of time, but that’s possible.  So we’re gonna count the rows going down, multiply it by the rows going across and get the answer.  So we’re gonna do one more easy one.  Draw an array that is 7 times 8.",1.0,3,1,0.4532472798519873,1.0,3,1,0.4384340686170068,2.0,3,2.0,0.9821154233844084
2089,175,"They’re the same, but just different –","They’re the same, but in different order.  So just look.  When we do partial product multiplication we get a group of 15, a group of 100, a group of 90 and a group of 600, right. When we do it on the grid – oops, wait a minute – we get our group of 15, our group of 600 goes there and there’s our group of 15, our group of 100 and our group of –",1.0,3,1,0.4068905252399945,1.0,3,1,0.3899891301990361,1.6666666666666667,2,2.0,0.6122519209293685
2090,158,"Me, but I didn’t get it.",Who’s next over here?,0.6666666666666666,2,1,-0.4112825114868302,0.0,3,0,-2.3664909513714827,,1,,
2091,176,Don’t you count it this way?,"No.  You count it this way.  Try this way.  When I say hundredths, think of two places out, then fill it in. There you go.  Where’s your invisible decimal?  You’re ready to go.  What’s your answer?",1.0,3,1,0.4915954580127273,1.0,3,1,0.476631743392052,2.0,3,2.0,0.8653828957578185
2092,58,"On Fridays, they skip count by seven.","All the Fridays skip count by 7 – 7, 14, 21.  So what do you predict the next number will be?",1.0,3,1,0.4719798645306818,1.0,3,1,0.4748078841083796,2.0,3,2.0,0.8357775774936845
2093,400,He’s saying that it’s the scale’s fault for him not getting it right.,Are you sure it’s in the middle?  Is that even?,1.0,3,1,0.4707100333395931,1.0,3,1,0.4344270901437405,1.6666666666666667,2,2.0,0.44486301309400783
2098,107,That’s what I did in the third grade.,"You did?  Great.  That’s a great strategy.  Good job.  Okay. That’s a great reminder to help you, because sometimes we forget.  We’re like, “Oh, I’m done.  How many of you have done that before?  You’re like, “Oh, I’m finished.  Kind of did that in two by two multiplication, didn’t we?",1.0,3,1,0.4681078529555045,1.0,3,1,0.4606755535420095,1.0,3,1.0,-0.6517480528868328
2102,57,"Round 2,875 to the nearest thousand.","Good.  All right.  Anybody have problems with that?  Student H, how about the next one?",1.0,3,1,0.4261020505909319,1.0,3,1,0.39584328826349896,1.0,3,1.0,-0.35395681300853443
2105,106,Change the nine in the tens to a seven.,Nine in the tens to a seven.  Okay.,1.0,3,1,0.4323618551788531,1.0,3,1,0.3962294153686954,1.0,3,1.0,-0.38227794672383225
2107,39,What is the total number block units around six balls? Show or explain how you got your answers.,Okay so now they’re talking about blocks and balls again okay. And part C who’s gonna read that one Student D?,1.0,3,1,0.4554576683337792,1.0,3,1,0.43241563039492864,1.3333333333333333,2,1.0,0.05677147077220476
2107,198,The way I figured out my answer is I noticed that two pairs equal 10 pounds so I subtracted one ball and I got my answer.,"Cool nice job, nice job.",1.0,3,1,0.3994286094749959,1.0,3,1,0.3790719239536366,1.0,3,1.0,-0.46604696551644503
2107,312,I forgot to put my answer.,"Sit down they’re on the board sit down. Shh, sit down. Okay so for part A and this isn’t a one it should be A right label it correctly it should be A. Listen you guys are learning, shh. It doesn’t mean anybody’s wrong it just means you’re learning okay? Part two or part B that should be a B. Part B says what’s the total number of blocks needed to balance six balls? They said six balls equals three squares or balls is that correct?",0.6666666666666666,2,1,-0.4028099434374293,1.0,3,1,0.4378706940507333,0.0,2,0.0,-1.8917808474835132
2109,227,"If someone needed to spell addition and subtraction and someone, they would -","Yeah, but none of that will be here when the MCAS comes, so I don’t want you to rely on that kind of stuff, because it will be gone.  Now, read what you wrote to me.",1.0,3,1,0.4925685306099608,0.6666666666666666,2,1,-0.3824609121332079,1.5,1,,0.31253571614069164
2112,95,No.  I know it.  I know it.,Shh.  Calm down.  Check?  [Beep].,0.0,3,0,-1.9971358896547649,0.0,3,0,-1.997825338234508,,1,,
2113,7,There are 16 ounces in a pound.,"16 ounces in a pound, good to know.  That’s one of those things that you’re supposed to remember.  What’s another thing you can tell us about benchmarks?",1.0,3,1,0.4428166659110495,1.0,3,1,0.4321825211260539,1.6666666666666667,2,2.0,0.6917991496571357
2113,45,Go on to number 4.,"Go on to number 4 and then come back, okay?  And the fourth one is called “A Ton of Animals and you are listing some animals and estimating their weights, and then you’re going to use resources to find what the actual weights of those animals are.  There are almanacs over here and encyclopedias in our social studies station, and I think I have a book of facts about animals over there, I’ll pull out some resources to help you with that, and we can also get online if we need to.  Question?",1.0,3,1,0.43162225340108346,1.0,3,1,0.4211200830233084,1.0,3,1.0,-0.4783127225225374
2114,135,One.  Then 4 times 60.,So what’s 4 times 6?,1.0,3,1,0.4459783051785042,1.0,3,1,0.4032961373194682,1.3333333333333333,2,1.0,0.01342734220558924
2114,294,Say the multiplication tables for the number 8.,"Ready, set, go.",1.0,3,1,0.4508337787520208,0.6666666666666666,2,1,-0.4541991224667968,0.0,2,0.0,-1.947377540028396
2117,157,Can I use the bathroom?,Go ahead.,0.0,3,0,-2.354985510344077,0.0,3,0,-2.565371819700472,,1,,
2119,10,I can make it like that.  That’s the way it fills up the gas.,That works.  So now show three fourths of that.,1.0,3,1,0.3976152370071577,1.0,3,1,0.3797850033173257,1.3333333333333333,2,1.0,-0.03184651569894659
2120,177,8 times 3 is 24.,"I put the 8 there and subtract again.  Stay with us, sweetie. I’d bring down – brother said bring down – then I do it all over again.  How many times does 3 go into 3?",1.0,3,1,0.4887868277265128,1.0,3,1,0.4681491558804161,1.3333333333333333,2,1.0,-0.10613994059953397
2125,21,How much each person gets.,"How much each person gets.  How many candy bars each, and you guys know that that means each, right?  A little E and an A with a loop around it, if you’re actually looking at the computer.  You can find that too.  It’s the key on your computer.  It’s a symbol, how many candy bars each.  You have to be very clear about what it is you’re doing and what your answer means once you get it.  Who can give me a different story problem to go with this?  Student C?",1.0,3,1,0.4225244226299219,1.0,3,1,0.4152581389798698,2.0,3,2.0,0.9482066958913348
2128,84,It’s asking you to do subtract.,How do you know that?,1.0,3,1,0.43162225340108346,1.0,3,1,0.4211200830233084,1.3333333333333333,2,1.0,0.05761236060839747
2129,68,Can we go get supplies?,"Yes.  Student J, Student K.  If you’re finished, put it on the radiator and you’re gonna start a division one.  I’ll be with you in a second, Student K.  Student E.  Student J. Yeah.  Student A.  Your name should be on the story problem and sideways is not appropriate.  This has no name.  Whose is it?  Excuse me, no name.  Whose is it?",0.3333333333333333,2,0,-1.118165263935375,0.6666666666666666,2,1,-0.3462288108254956,1.0,1,,-0.8213317078740742
2133,427,Yeah that’s what I did.,And then break these down into your 20 and begin to break them down also okay? You cannot forget about those 1s that you started off with. Some of you are putting them over to the side; no they’re included in the problem okay?  Let’s try another one.,1.0,3,1,0.4191447961728436,1.0,3,1,0.3996730192756881,0.6666666666666666,2,1.0,-0.8287596471982205
2134,49,"It looks better when you do it that way, because you’re turning it into an array.","Right.  That’s what it is.  Because it’s an array.  And you know, array is rows by?",1.0,3,1,0.4223469651682466,1.0,3,1,0.4109159561415981,2.0,3,2.0,0.8690752844128541
